country_code,Country Name,dac_category_name,dac_sector_name,fiscal_year,constant_amount,latitude,longitude,2018
AFG,Afghanistan,Governance,Government and Civil Society,2018,350993643,33.93911,67.709953,37172386
AFG,Afghanistan,Governance,Government and Civil Society,2018,101939811,33.93911,67.709953,37172386
AFG,Afghanistan,Humanitarian,Emergency Response,2018,53881844,33.93911,67.709953,37172386
AFG,Afghanistan,Education,Basic Education,2018,35678934,33.93911,67.709953,37172386
AFG,Afghanistan,Administrative Costs,Operating Expenses,2018,31333321,33.93911,67.709953,37172386
AFG,Afghanistan,Education,Basic Education,2018,30505149,33.93911,67.709953,37172386
AFG,Afghanistan,Infrastructure,Energy,2018,29996341,33.93911,67.709953,37172386
AFG,Afghanistan,Humanitarian,Emergency Response,2018,25484953,33.93911,67.709953,37172386
AFG,Afghanistan,Governance,Government and Civil Society,2018,25484953,33.93911,67.709953,37172386
AFG,Afghanistan,Education,Post-Secondary Education,2018,23562171,33.93911,67.709953,37172386
AFG,Afghanistan,Education,"Education, Level Unspecified",2018,21497450,33.93911,67.709953,37172386
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2018,19836284,33.93911,67.709953,37172386
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2018,19836284,33.93911,67.709953,37172386
AFG,Afghanistan,Governance,Government and Civil Society,2018,19078353,33.93911,67.709953,37172386
AFG,Afghanistan,Education,Post-Secondary Education,2018,17329768,33.93911,67.709953,37172386
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2018,17176858,33.93911,67.709953,37172386
AFG,Afghanistan,Education,Post-Secondary Education,2018,17051288,33.93911,67.709953,37172386
AFG,Afghanistan,Economic Growth,Trade Policy and Regulations,2018,15290972,33.93911,67.709953,37172386
AFG,Afghanistan,Governance,Government and Civil Society,2018,13953445,33.93911,67.709953,37172386
AFG,Afghanistan,Infrastructure,Transport and Storage,2018,13746976,33.93911,67.709953,37172386
AFG,Afghanistan,Agriculture,Agriculture,2018,13097569,33.93911,67.709953,37172386
AFG,Afghanistan,Education,Basic Education,2018,12892059,33.93911,67.709953,37172386
AFG,Afghanistan,Agriculture,Agriculture,2018,12217366,33.93911,67.709953,37172386
AFG,Afghanistan,Governance,Government and Civil Society,2018,11635405,33.93911,67.709953,37172386
AFG,Afghanistan,Health and Population,Basic Health,2018,11616404,33.93911,67.709953,37172386
AFG,Afghanistan,Infrastructure,Energy,2018,10676182,33.93911,67.709953,37172386
AFG,Afghanistan,Governance,Government and Civil Society,2018,10520459,33.93911,67.709953,37172386
AFG,Afghanistan,Governance,Government and Civil Society,2018,10479560,33.93911,67.709953,37172386
AFG,Afghanistan,Education,Basic Education,2018,10248104,33.93911,67.709953,37172386
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2018,10193981,33.93911,67.709953,37172386
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2018,10193981,33.93911,67.709953,37172386
AFG,Afghanistan,Administrative Costs,Operating Expenses,2018,8562944,33.93911,67.709953,37172386
AFG,Afghanistan,Governance,Government and Civil Society,2018,8310414,33.93911,67.709953,37172386
AFG,Afghanistan,Agriculture,Agriculture,2018,8270206,33.93911,67.709953,37172386
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2018,8238715,33.93911,67.709953,37172386
AFG,Afghanistan,Humanitarian,Emergency Response,2018,8205101,33.93911,67.709953,37172386
AFG,Afghanistan,Governance,Other Social Infrastructure and Services,2018,8155185,33.93911,67.709953,37172386
